Ident,Name,Scenery_Local_Path,Continent,Country,State,Laty,Lonx
XCKA2,Heffley Creek,airport-xcka2-heffleycreek,NA,CA,British Columbia,50.8668175,-120.273964
XCVK1,Wild Acres,airport-xcvk1-wildacres,NA,CA,British Columbia,50.4006271,-119.284851
LFFW,Montaigu St Georges,"fs-base, navigraph-navdata, wmscenery-airport-lffw-montaigu",EU,FR,,46.93125,-1.32606447
EDWI,Mariensiel,"fs-base, navigraph-navdata",EU,DE,,53.50485,8.05325
XCPB1,Port Browning,airport-xcpb1-portbrowning,NA,CA,British Columbia,48.7824936,-123.283813
NZ0C,Ardlogie Pit,phr34k86-ardlogiepit,OC,NZ,,-44.66166,170.738922
NZ0D,Elephant Hill,phr34k86-ardlogiepit,OC,NZ,,-44.7029076,170.720337
NZ0U,Ardmore,phr34k86-ardmore,OC,NZ,,-44.24478,170.727341
NZ0Q,Awakino,phr34k86-awakino,OC,NZ,,-44.73618,170.398743
NZ0H,Blackmount,phr34k86-blackmount,OC,NZ,,-45.7607727,167.689087
NZ1E,Cape Foulwind,phr34k86-capefoulwind,OC,NZ,,-41.7603455,171.484177
NZ1B,Cattle Creek,phr34k86-cattlecreek,OC,NZ,,-44.51165,170.674179
NZ0B,Centre Hill,phr34k86-centrehill,OC,NZ,,-45.56056,168.020813
NZ1V,Clearburn,phr34k86-clearburn,OC,NZ,,-44.36315,170.016617
NZ1H,Croisilles,phr34k86-croisilles,OC,NZ,,-40.978466,173.821991
NZ1I,Marlborough,phr34k86-croisilles,OC,NZ,,-40.9944038,173.7884
NZ1P,Fernside,phr34k86-fernside,OC,NZ,,-43.3145828,172.47644
NZ1A,Fox Glacier,phr34k86-foxglacier,OC,NZ,,-43.4608345,170.0162
NZ0M,Hollyford River,phr34k86-hollyfordriver,OC,NZ,,-44.3608246,168.008743
NZ0P,Home Hills Runs,phr34k86-homehillsruns,OC,NZ,,-44.86304,169.944839
NZ1N,Hurunui River,phr34k86-hurunuiriver,OC,NZ,,-42.8240471,172.24321
NZ0K,Lake Echo,phr34k86-lakeecho,OC,NZ,,-45.4003372,167.975372
NZ1O,Lake Grasmere,phr34k86-lakegrasmere,OC,NZ,,-43.0717125,171.768875
NZ0E,Lee Stream,phr34k86-leestream,OC,NZ,,-45.8085327,170.131882
NZ1S,Lilibank Lodge,phr34k86-lilibank,OC,NZ,,-43.7122231,170.565811
NZ1T,Mararoa River,phr34k86-mararoa,OC,NZ,,-45.3939819,168.08255
NZ1G,Molesworth Station,phr34k86-molesworth,OC,NZ,,-42.0886765,173.280762
NZ0Y,Mount Nessing,phr34k86-mountnessing,OC,NZ,,-44.3113823,170.745834
NZ0N,Opihi River,phr34k86-opihi,OC,NZ,,-44.0141525,170.705582
NZ0O,Precipe Creek,phr34k86-precipecreek,OC,NZ,,-44.8176842,168.41835
NZ1F,Puponga,phr34k86-puponga,OC,NZ,,-40.5445251,173.003769
NZ1M,Quintin Lodge,phr34k86-quintinlodge,OC,NZ,,-44.7887077,167.75325
NZ1L,Spring Creek,phr34k86-springcreek,OC,NZ,,-41.45572,174.014267
NZ0W,Stony River,phr34k86-stonyriver,OC,NZ,,-44.42355,170.462723
NZ1Q,Swannanoa,phr34k86-swannanoa,OC,NZ,,-43.3744774,172.507965
NZ0A,Taitapu Ag Strip,phr34k86-taitapu,OC,NZ,,-43.670845,172.591064
NZ1J,Tiritangi,phr34k86-tiritangi,OC,NZ,,-41.0720253,174.221909
NZ1K,Tiritrangi Farm Park,phr34k86-tiritangi,OC,NZ,,-41.02119,174.136612
NZ1C,Westport,phr34k86-westport,OC,NZ,,-41.8057442,171.549
NZ1D,Wilsons Lead,phr34k86-wilsonslead,OC,NZ,,-41.80996,171.5267
NZ0I,The Key,phr43k86-thekey,OC,NZ,,-45.48216,167.95842
FYLZ,Lüderitz,"fs-base, navigraph-navdata, vt-airport-fylz",AF,NA,,-26.685833,15.2460718
XCEB1,East Barriere Lake,airport-xceb1-eastbarrierelake,NA,CA,British Columbia,51.253727,-119.862831
XID1,Yellowjacket Ranch,airport-xid1-yellowjacketranch,NA,US,ID,45.1523972,-115.560661
XID2,Wiley Ranch,airport-xid2-wileyranch,NA,US,ID,45.0597229,-115.627342
SCBL,El Porvenir,"Casablanca, AD El Porvenir SCBL",SA,CL,,-33.2728462,-71.52563
SCCS,Santa Rita,"fs-base, Casablanca, AD Sta Rita SCCS",SA,CL,,-33.27658,-71.4556961
ENTO,Sandefjord Airport Torp,"fs-base, donutsdemise-ento-torp, navigraph-navdata",EU,NO,,59.18667,10.2586117
EDVL,Hoelleberg,"fs-base, fasy-edvl-20201129, navigraph-navdata",EU,DE,,51.6111679,9.3975
EKHK,Holbaek Flyveplads,"fs-base, fsscene-ekhk, navigraph-navdata",EU,DK,Denmark,55.7327766,11.6027784
SBPR,Carlos Prates,"fs-base, geardownsimulations-sbpr-airport, navigraph-navdata",SA,BR,Minas Gerais,-19.9091663,-43.9891663
MMPB,Hermanos Serdan Intl,"fs-base, navigraph-navdata",NA,MX,,19.1581383,-98.3715057
PUETN,Pütttnitz,MV_Flugplatz_Puetnitz,EU,DE,Mecklenburg-Vorpommern,54.2624855,12.4364891
OIII,Mehrabad Intl,"fs-base, navigraph-navdata",AS,IR,,35.68889,51.31472
EDDM,Munich International Airport,"fs-base, navigraph-navdata, zussh-eddm",EU,DE,,48.3515625,11.7833357
LEA3,Aliaga Airstrip,lea3-aliaga,EU,ES,Teruel,40.6819725,-0.696347952
LEA4,Albarracin Airstrip,lea4-albarracin,EU,ES,Teruel,40.4074364,-1.42974257
LEB2,Beceite Airstrip,leb2-beceite,EU,ES,Teruel,40.81979,0.1464647
LEC2,Cueva Foradada,lec2-cuevaforadada,EU,ES,Teruel4,40.960762,-0.684224367
LEC3,Crivillen Airstrip,lec3-crivillen,EU,ES,Teruel,40.8897629,-0.5862647
LEC5,Cantavieja Airstrip,lec5-cantavieja,EU,ES,Teruel,40.5206032,-0.411577821
LEG3,Gudar Airstrip,leg3-gudar,EU,ES,Teruel,40.4360046,-0.7057142
LEO1,Oliete Airstrip,leo1-oliete,EU,ES,Teruel,41.0009041,-0.657282948
LEP1,Piedrahita Airstrip,lep1-piedrahita,EU,ES,,41.04331,-1.08886862
LES3,Segura De Los Banos Airstrip,les3-segura,EU,ES,Teruel,40.941,-0.9537703
LET2,Tajo Airport,let2-tajo,EU,ES,Teruel,40.3543129,-1.7425096
LE14,Aerosidonia,airhispania-airport-le14-aerosidonia,EU,ES,,36.44056,-5.940221
LE41,Vera,airhispania-airport-le41-vera,EU,ES,Almeria,37.261425,-1.85280466
LE48,Andujar,airhispania-airport-le48-andujar,EU,ES,Andalucia,38.1147346,-4.11587429
LE76,Orce,airhispania-airport-le76-orce,EU,ES,Granada,37.7354546,-2.36314774
LEPG,Coscojuela De Sobrarbe,"fs-base, airhispania-airport-lepg-coscojueladesobrarbe",EU,ES,Aragon,42.348877,0.185894966
LETJ,Trebujena,"airhispania-airport-letj-trebujena, navigraph-navdata",EU,ES,Andalucia,36.8586121,-6.14055538
LETO,Torrejon,"airhispania-airport-leto-torrejon, navigraph-navdata",EU,ES,,40.496666,-3.44583344
RMU,Murcia / Aeropuerto Region De Murcia,"fs-base, airhispania-airport-rmu-murcia",EU,ES,Murcia,37.8031,-1.124767
EKGO,Gorlev Flyveplads,"fs-base, fsscene-ekgo",EU,DK,Gorlev,55.5515442,11.19619
PLCH,Cassidy International Airport,"fs-base, navigraph-navdata, plch",OC,KI,Kiribati,1.98387074,-157.35585
FYOA,Ondangwa,"fs-base, navigraph-navdata, vt-airport-fyoa",AF,NA,,-17.88076,15.946969
LSPV,Wangen-Lachen,"fs-base, navigraph-navdata",EU,CH,,47.2047234,8.8675
EFFO,Forssa,"airport-effo-forssa, navigraph-navdata",EU,FI,,60.8019447,23.6455555
XCCW1,Clearwater,airport-xccw1-clearwater,NA,CA,British Columbia,51.6571,-120.071274
RPMG,Dipolog Airport,"fs-base, airwil-airport-rpmg-dipolog, navigraph-navdata",AS,PH,,8.601508,123.341774
EBTN,Goetsenhoven,"fs-base, EBTN_MSFS2020, navigraph-navdata",EU,BE,,50.7816658,4.9577775
EHHO,Ehho-Hoogeveen,"fs-base, ehho-ehho-hoogeveen, navigraph-navdata",EU,NL,,52.730835,6.51611137
EDVI,Hoexter,"fs-base, fasy-edvi, navigraph-navdata",EU,DE,,51.80633,9.378333
LFDA,Aã©Rodrome D'Aire Sur L'Adour,"fs-base, lfda-airport-aire-sur-adour, navigraph-navdata",EU,FR,,43.70861,-0.247222334
LGIR,Nikos Kazantzakis,"fs-base, navigraph-navdata",EU,GR,,35.33972,25.1802788
LOLH,Hofkirchen,"fs-base, LOLH_Hofkirchen-fsterminal",EU,AT,,48.13911,14.3358736
EDTR,Herten-Rheinfelden,"fs-base, navigraph-navdata",EU,DE,,47.56,7.748333
RPBC,Bicol International Airport,Airport - RPBC - Bicol International,AS,PH,Bicol,13.1122952,123.6807
CYLY,Lytton,"fs-base, airport-cyly-lytton",NA,CA,British Columbia,50.2442551,-121.569038
XAD3,Boston Bar,airport-xad3-bostonbar,NA,CA,British Columbia,49.98138,-121.498131
XCCK1,Sundance Guest Ranch,airport-xcck1-sundanceguestranch,NA,CA,British Columbia,50.6577568,-121.27597
YDPO,Devonport,"fs-base, airport-ydpo-devonport, navigraph-navdata",OC,AU,Tasmania,-41.1697235,146.430283
YMHB,Hobart,"fs-base, airport-ymhb-hobart, navigraph-navdata",OC,AU,Tasmania,-42.836113,147.510284
YTUN,Tunbridge,"fs-base, airport-ytun-tunbridge, airport-ytun-tunbridge",OC,AU,Tasmania,-42.1158676,147.365356
YWOD,Woodbury Airfield,"fs-base, airport-ywod-woodbury",OC,AU,Tasmania,-42.16718,147.4463
EGNX,East Midlands,"fs-base, navigraph-navdata",EU,GB,,52.8311119,-1.327778
STBRD,Strawberry Ridge,ekimmai-strawberryrdg,NA,US,NC,35.8531952,-82.1113052
EPKN,Kamien Slaski Airtport,"fs-base, epkn-airport-scenery, navigraph-navdata",EU,PL,Slaskie,50.52911,18.0851746
ID74,Sulphur Creek,"fs-base, id74",NA,US,ID,44.5379028,-115.366966
ULAE,Pinega,ikanashev-airport-ulae-pinega,AS,RU,,64.73697,43.43773
KRNT,Renton Mun,"fs-base, navigraph-navdata",NA,US,WA,47.4931374,-122.215752
PCIS,Canton Airport,"fs-base, pcis",OC,KI,,-2.7670598,-171.715576
MKZY,Braco,phr34k86-braco,NA,JM,,18.4770851,-77.48836
MKZZ,Greys Inn,phr34k86-greysinn,NA,JM,,18.26225,-76.78041
EGHN,Sandown,"fs-base, navigraph-navdata",EU,GB,,50.653,-1.18216658
SDSC,Mario Pereira Lopes,"fs-base, SDSC-SAO_CARLOS",SA,BR,Sao Paulo,-21.8752251,-47.9037476
XCHB3,Gun Lake,airport-xcbh3-gunlake,NA,CA,British Columbia,50.8960648,-122.840408
LIDT,Caproni,"fs-base, bmw-lidt-caproni, navigraph-navdata",EU,IT,,46.0233345,11.125
SCFL,Fundo Loma Larga,"fs-base, Casablanca, AD Fundo Loma Larga SCFL",SA,CL,,-33.2786942,-71.37741
GOGG,Ziguinchor,"fs-base, devinci-airport-gogg-ziguinchor, navigraph-navdata",AF,SN,Ziguinchor,12.5559273,-16.2768688
GOGS,Cap Skirring,"fs-base, devinci-airport-gogs-capskirring, navigraph-navdata",AF,SN,Ziguinchor,12.3888884,-16.7416668
GOSS,St Louis,"fs-base, devinci-airport-goss-st-louis, navigraph-navdata",AF,SN,No State,16.0497227,-16.4611111
PTKK,Ptkk-Truk Airport,"fs-base, navigraph-navdata, ptkk",OC,FM,Chuuk,7.458159,151.840973
BGMV,Mestersvig,"navigraph-navdata, tlc-bgmvairport",NA,GL,,72.23689,-23.929472
LTAI,Antalya,"fs-base, navigraph-navdata",AS,TR,,36.9002762,30.792778
VECA,Chabua,fs-base,AS,IN,,27.462122,95.1175156
VYHL,Hommalin,"fs-base, navigraph-navdata",AS,MM,,24.8988552,94.9142456
EGHJ,Bembridge,"fs-base, navigraph-navdata",EU,GB,,50.6780548,-1.10944438
EGND,Crosland Moor Airfield,fs-base,EU,GB,,53.6206741,-1.83278513
CYYE,Ft Nelson,"fs-base, navigraph-navdata",NA,CA,British Columbia,58.8364,-122.596977
LGAK,Kopaida Dimitra Airport,fs-base,EU,GR,,38.4565239,23.1362934
LGAX,Alexandria Army,"fs-base, navigraph-navdata",EU,GR,,40.64633,22.4928322
LGGE,Maleme Air Base,fs-base,EU,GR,,35.52954,23.8321648
LGMK,Mikonos,"fs-base, navigraph-navdata",EU,GR,,37.43722,25.3472214
LGMS,Missolonghi Airport,fs-base,EU,GR,,38.35689,21.4807339
LGPZ,Aktion AB,"fs-base, navigraph-navdata",EU,GR,,38.9255562,20.765
LGRD,Maritsa,fs-base,EU,GR,,36.3838043,28.11349
LGRX,Araxos AB,"fs-base, navigraph-navdata",EU,GR,,38.15111,21.4255562
LGSR,Santorini,"fs-base, navigraph-navdata",EU,GR,,36.3991661,25.479166
LGTE,Larisa,fs-base,EU,GR,,39.65526,22.3404713
LGTG,Tanagra AB,"fs-base, navigraph-navdata",EU,GR,,38.332222,23.5494442
LFKL,Brindas,"fs-base, navigraph-navdata",EU,FR,,45.710556,4.69666624
RPLH,Lallo,navigraph-navdata,AS,PH,,18.1823578,121.74617
YKHA,Khancoban Airport,fs-base,OC,AU,,-36.2145348,148.111115
XCMC1,Mica Creek,airport-xcmc1-micacreek,NA,CA,British Columbia,51.83781,-118.62606
CAY9,Wood Lake Waterport,CAY9-woodlake,NA,CA,British Columbia,50.0589333,-119.395172
LGIS,Ikaros,lgis-ikaros,EU,GR,Boeotia,38.4316864,23.1356258
RPBA,Cagayan North International Airport,"fs-base, Turtle-Kml-RPLH",AS,PH,Cagayan,18.1809616,121.747467
YGEI,Geehi Landing Ground Airport,ygei,OC,AU,Nsw,-36.3823051,148.180725
LFKT,Corte,"fs-base, navigraph-navdata",EU,FR,,42.29028,9.1925
7FL6,Spruce Creek,"fs-base, 7fl6-scenery, navigraph-navdata",NA,US,FL,29.0801945,-81.04663
EDLK,Egelsberg,"fs-base, airfield-edlk-egelsberg, navigraph-navdata",EU,DE,Nrw,51.385,6.58766651
RJSN,Niigata,"fs-base, airport-rjsn-niigata, navigraph-navdata",AS,JP,,37.9558334,139.111664
SCTW,El Tapihue,"fs-base, Casablanca, AD El Tapihue SCTW",SA,CL,,-33.3203926,-71.33211
YKID,Kidston,"fs-base, dazt-ykid, navigraph-navdata",OC,AU,Queensland,-18.87,144.17334
EGWU,RAF Northolt,"fs-base, gobby-egwu-northolt, navigraph-navdata",EU,GB,,51.5527153,-0.419597179
LPSO,Aerodromo De Ponte De Sor,"fs-base, lpso-ponte-de-sor, navigraph-navdata",EU,PT,,39.2116661,-8.057777
LTCN,Kahramanmaras,"fs-base, ltcn_maras, navigraph-navdata",AS,TR,,37.5383339,36.9519424
1H0,Creve Coeur,"fs-base, navigraph-navdata, ozarksims-1h0-crevecoeur",NA,US,MO,38.727272,-90.5073242
PKMJ,Marshall Islands International,"fs-base, navigraph-navdata, pkmj",OC,MH,Majuro Atoll,7.066415,171.2782
RPUT,Tuguegarao Airport,"fs-base, navigraph-navdata, Turtle1997-Kml921-airport-rput-tugue",AS,PH,,17.6428032,121.7332
KMAF,Midland Intl Air And Space Por,"fs-base, navigraph-navdata",NA,US,TX,31.9425278,-102.20192
KEAP,Calhoun Airport,fs-base,NA,US,GA,34.6092834,-84.97777
3S7,Nehalem Bay State Airport,"fs-base, 3s7, navigraph-navdata",NA,US,OR,45.69814,-123.929642
CYVK,Vernon,"fs-base, navigraph-navdata",NA,CA,British Columbia,50.2461777,-119.330864
CYRV,Revelstoke,"fs-base, cyrv, navigraph-navdata",NA,CA,British Columbia,50.96234,-118.184357
YPOK,Porepunkah,"fs-base, danr86-airport-ypok-porepunkah",OC,AU,,-36.7191467,146.890076
EGCT,Tilstock,dtwasanet-airport-egct-tilstock-whitchurch-0.1,EU,GB,Shropshire,52.9359055,-2.65202713
LGLH,Lechaio,lglh-lechaio,EU,GR,Corinth,37.9265022,22.8596325
LICC,Fontanarossa,"fs-base, navigraph-navdata",EU,IT,,37.4666672,15.0638885
LPBG,Aerodromo De Braganca,"fs-base, lpbg-braganca, navigraph-navdata",EU,PT,,41.8566666,-6.70750046
LPPM,Aerodromo De Portimao,"fs-base, lppm-portimao, navigraph-navdata",EU,PT,,37.1494446,-8.583889
EGOS,RAF Shawbury,"fs-base, navigraph-navdata, raf-egos",EU,GB,,52.79452,-2.66975737
TJPS,Mercedita,"fs-base, navigraph-navdata",NA,PR,,18.0087814,-66.56452
CYGE,Golden,"fs-base, navigraph-navdata",NA,CA,British Columbia,51.2991867,-116.982124
EDLO,Oerlinghausen,"fs-base, navigraph-navdata",EU,DE,,51.9325,8.662
UGAM,Ambrolauri,navigraph-navdata,AS,GE,,42.5269432,43.1355553
SDR,Saidor,fs-base,OC,PG,,-5.62694263,146.462631
XAH3,Dog Creek,airport-xah3-dogcreek,NA,CA,British Columbia,51.6264267,-122.257217
PABR,Wiley Post-Will Rogers Memorial,"fs-base, navigraph-navdata, sdr-pabr-barrow",NA,US,AK,71.28665,-156.78331
YXXB,Rosebank Ultralight Strip,yxxb-yxxb-rosebank-ultralight-strip,OC,AU,Nsw,-28.6833115,153.3882
EGIN,Insch,fs-base,EU,GB,,57.3111534,-2.64894652
EDFS,Schweinfurt Sud,"fs-base, navigraph-navdata",EU,DE,,50.010498,10.2513332
ZGDY,Hehua,navigraph-navdata,AS,CN,,29.1016674,110.445
MPTO,Tocumen Intl,navigraph-navdata,NA,PA,,9.072153,-79.38333
EKBI,Billund,"fs-base, navigraph-navdata",EU,DK,,55.7403221,9.151777
SKBS,Jose Celestino Mutis,navigraph-navdata,SA,CO,,6.203111,-77.39497
YMBT,Mount Beauty Airport,fs-base,OC,AU,,-36.7301521,147.16803
XCAK2,Bowron Lakes Lodge,airport-xcak2-bowronlakeslodge,NA,CA,British Columbia,53.255867,-121.416733
SOOY,Sinnamary,french guyana airports,SA,GF,,5.37553835,-52.9454536
SOSE,Saint Elie,french guyana airports,SA,GF,,4.817233,-53.2869
SOSO,Sophie,french guyana airports,SA,GF,,3.95965266,-53.48971
SOCA,Rochambeau,"fs-base, french guyana airports, navigraph-navdata",SA,GF,,4.819722,-52.3619461
MP30,Finca Fatima,kychungdotcom-airport-mp30-fincafatima,NA,PA,Churicui,8.389389,-82.74882
MP31,Franfer,kychungdotcom-airport-mp31-franfer,NA,PA,Panama,9.087733,-79.20906
MP32,Ingenio Ofelina,kychungdotcom-airport-mp32-ingenioofelina,NA,PA,Cocle,8.298635,-80.51333
MP34,Las Moras,kychungdotcom-airport-mp34-lasmoras,NA,PA,Chiriqui,8.379819,-82.58984
MP35,Mulatupo,kychungdotcom-airport-mp35-mulatupo,NA,PA,Kuna Yala,8.91892,-77.70932
MP36,Ogobsucum Airstrip,kychungdotcom-airport-mp36-ogobsucum,NA,PA,Kuna Yala,9.128193,-77.93372
MP37,Bahia Pinas,kychungdotcom-airport-mp37-pina,NA,PA,Darien,7.587368,-78.17999
MP38,Sambu,kychungdotcom-airport-mp38-sambu,NA,PA,Darien,8.026571,-78.20995
MP39,Wannukandi,kychungdotcom-airport-mp39-wannukand,NA,PA,Kuna Yala,9.273484,-78.13979
NZRI,Rangatata Island,"fs-base, sushiproductions-rangatata",OC,NZ,Canterbury,-44.08573,171.4184
KRAN,Big Prairie Ranger Station Airfield,wookie042-big-prairie-ranger-station,NA,US,MT,47.5082436,-113.236481
6P7,Mcville Airport,"fs-base, 6p7-scenery, navigraph-navdata",NA,US,PA,40.7345619,-79.59565
EDQL,"Lichtenfels ","fs-base, chrispiaviation-lichtenfels-edql, navigraph-navdata",EU,DE,Bavaria,50.1483345,11.0473328
CZAM,Salmon Arm,"fs-base, czam, navigraph-navdata",NA,CA,British Columbia,50.6825333,-119.228622
LFPX,Chavenay - Villepreux,"fs-base, dwp-lfpx-airoport, navigraph-navdata",EU,FR,Yvelines,48.84222,1.98027754
LFPZ,Saint Cyr L'Ecole,"fs-base, dwp-lfpz-airoport, navigraph-navdata",EU,FR,Yvelines,48.810276,2.07333326
CEA5,Hardisty Airport,"fs-base, force1024-airport-cea5-hardisty, navigraph-navdata",NA,CA,Alberta,52.64664,-111.38546
CYMX,Montreal Intl (Mirabel),"fs-base, frenchvfr-cymx-mirabel-airport, navigraph-navdata",NA,CA,Quebec,45.6797829,-74.03871
CSL3,Lac-A-La-Tortue,"fs-base, jpfil-ag-csl3-lac-tortue, navigraph-navdata",NA,CA,Quebec,46.621666,-72.63028
CBSP,Baie-Saint-Paul,jpfil-cbsp-baie-saint-paul,NA,CA,Quebec,47.43166,-70.4945
CMB2,Meadowbank,"jpfil-cmb2-meadowbank, navigraph-navdata",NA,CA,Nunavut,65.025,-96.07102
CMN5,Manic5,"fs-base, jpfil-cmn5-csh8-manic5, navigraph-navdata",NA,CA,Quebec,50.65747,-68.83241
CRB4,Riviere Bonnard,"fs-base, jpfil-crb4-riviere-bonnard, navigraph-navdata",NA,CA,Quebec,50.7044449,-71.1625
CSA4,Boisvert Et Fils,jpfil-csa4-boisvert,NA,CA,Quebec,45.6453171,-73.5958252
CSC3,Drummondville,"fs-base, jpfil-csc3-drummondville, navigraph-navdata",NA,CA,Quebec,45.8436127,-72.39763
CTV2,Ctv2 Hydrobase Lac Des Ecorces,jpfil-csd4-mont-laurier,NA,CA,Quebec,46.5489464,-75.41859
CSE4,Lachute,"fs-base, jpfil-cse4-lachute, navigraph-navdata",NA,CA,Quebec,45.6395569,-74.3704453
CSE5,Montmagny,"fs-base, navigraph-navdata",NA,CA,Quebec,47.0018463,-70.5158
CSG3,Joliette,"fs-base, navigraph-navdata",NA,CA,Quebec,46.0447464,-73.50177
CSH2,Ile-Aux-Grues,"fs-base, navigraph-navdata",NA,CA,Quebec,47.07225,-70.53336
CSH4,Lebel-Sur-Quevillon,"fs-base, jpfil-csh4-lebel-sur-quevillon, navigraph-navdata",NA,CA,Quebec,49.0297127,-77.01639
CSJ2,Kanawata,"fs-base, jpfil-csj2-kanawata, navigraph-navdata",NA,CA,Quebec,47.5947227,-74.13361
CSLC,Laval-Contant,jpfil-cslc-laval-contant,NA,CA,Quebec,45.6915054,-73.58105
CSP5,Saint-Mathias,"fs-base, jpfil-csp5-saint-mathias, navigraph-navdata",NA,CA,Quebec,45.50083,-73.24167
CSPP,Pingauk,jpfil-cspp-pingaluk,NA,CA,Quebec,61.3099861,-73.68331
CSR3,Victoriaville,"fs-base, jpfil-csr3-victoriaville, navigraph-navdata",NA,CA,Quebec,46.11092,-71.93166
CSU3,Saint-Hyacinthe,"fs-base, jpfil-csu3-saint-hyacinthe, navigraph-navdata",NA,CA,Quebec,45.6067429,-73.01509
CSU5,Wemontaci,"fs-base, jpfil-csu5-wemontaci, navigraph-navdata",NA,CA,Quebec,47.9369431,-73.81722
CSW5,Bell-Textron (Mirabel),jpfil-csw5-mirabel,NA,CA,Quebec,45.68678,-73.93596
CSZ3,Saint-Jovite,"fs-base, jpfil-csz3-saint-jovite, navigraph-navdata",NA,CA,Quebec,46.1541672,-74.58361
CSZ4,Saint-Frederic,"fs-base, jpfil-csz4-saint-frederic, navigraph-navdata",NA,CA,Quebec,46.33147,-70.96088
CTA3,Ile-Aux-Coudres,"fs-base, jpfil-cta3-ile-aux-coudres, navigraph-navdata",NA,CA,Quebec,47.3894463,-70.3844452
CTB6,Tete-A-La-Baleine,"fs-base, jpfil-ctb6-tete-a-la-baleine, navigraph-navdata",NA,CA,Quebec,50.6744537,-59.38359
CTG3,Du Rocher-Perce (Pabok),"fs-base, navigraph-navdata",NA,CA,Quebec,48.3832054,-64.564476
CTT5,La Romaine,"fs-base, navigraph-navdata",NA,CA,Quebec,50.2596,-60.67391
CYAD,La Grande-3,"fs-base, navigraph-navdata",NA,CA,Quebec,53.571785,-76.19629
CYAS,Kangirsuk,"jpfil-cyas-kangirsuk, navigraph-navdata",NA,CA,Quebec,60.027256,-69.999176
CYBC,Baie-Comeau,"fs-base, navigraph-navdata",NA,CA,Quebec,49.1325,-68.20435
CYBG,Bagotville,"fs-base, navigraph-navdata",NA,CA,Quebec,48.330555,-70.99639
CYBX,Lourdes-De-Blanc-Sablon Water Aerodrome,"fs-base, navigraph-navdata",NA,CA,Quebec,51.44205,-57.1861229
CYDO,Dolbeau-St-Felicien,"fs-base, navigraph-navdata",NA,CA,Quebec,48.7785378,-72.37493
CYEY,Amons-Magny,"fs-base, jpfil-cyey-amos, navigraph-navdata",NA,CA,Quebec,48.564888,-78.2492142
CYFJ,Mont Tremblant Intl Inc.,"fs-base, navigraph-navdata",NA,CA,Quebec,46.4090843,-74.7800751
CYGL,La Grande Riviere,"fs-base, navigraph-navdata",NA,CA,Quebec,53.6253853,-77.7040558
CYGP,Gaspe,"fs-base, jpfil-cygp-gaspe, navigraph-navdata",NA,CA,Quebec,48.77502,-64.48173
CYGR,Iles-De-La-Madeleine,"fs-base, navigraph-navdata",NA,CA,Quebec,47.4250679,-61.777977
CYGV,Havre St-Pierre,"fs-base, navigraph-navdata",NA,CA,Quebec,50.2819443,-63.61111
CYHH,Nemiscau,"fs-base, jpfil-cyhh-nemiscau, navigraph-navdata",NA,CA,Quebec,51.6910439,-76.1355438
CYHR,Chevery,"fs-base, navigraph-navdata",NA,CA,Quebec,50.4689751,-59.63668
CYHU,Saint-Hubert,"fs-base, jpfil-cyhu-saint-hubert, navigraph-navdata",NA,CA,Quebec,45.5180626,-73.41699
CYIF,St-Augustin,"fs-base, navigraph-navdata",NA,CA,Quebec,51.2099152,-58.6573944
CYIK,Ivujivik,"jpfil-cyik-ivujivik, navigraph-navdata",NA,CA,Quebec,62.4173431,-77.92528
CYKL,Shefferville,"fs-base, jpfil-cykl-shefferville, navigraph-navdata",NA,CA,Quebec,54.805172,-66.80532
CYLA,Aupaluk,"jpfil-cyla-aupaluk, navigraph-navdata",NA,CA,Quebec,59.29673,-69.59985
CYLQ,La Tuque,"fs-base, navigraph-navdata",NA,CA,Quebec,47.40972,-72.78889
CYLU,Kangiqsualujjuaq Georges River,"jpfil-cylu-kangiqsualujjuaq, navigraph-navdata",NA,CA,Quebec,58.7114,-65.99286
CYME,Matane,"fs-base, jpfil-cyme-matane, navigraph-navdata",NA,CA,Quebec,48.85629,-67.4523
CYMT,Chibougamau/Chapais,"fs-base, navigraph-navdata",NA,CA,Quebec,49.771862,-74.52797
CYMU,Umiujaq,"jpfil-cymu-imiujaq, navigraph-navdata",NA,CA,Quebec,56.53612,-76.51825
CYNA,Natashquan,"fs-base, jpfil-cyna-natashquan, navigraph-navdata",NA,CA,Quebec,50.1900864,-61.7889481
CYND,Ottawa/Gatineau,"fs-base, navigraph-navdata",NA,CA,Quebec,45.52169,-75.5636139
CYPH,Inukjuak,"jpfil-cyph-inukjuaq, navigraph-navdata",NA,CA,Quebec,58.47193,-78.07702
CYPN,Port Menier,"fs-base, navigraph-navdata",NA,CA,Quebec,49.8365173,-64.28862
CSE9,Hydrobase Parent,jpfil-cypp-parent,NA,CA,Quebec,47.8917847,-74.6413956
CYPP,Parent,"jpfil-cypp-parent, navigraph-navdata",NA,CA,Quebec,47.9333344,-74.61639
CYPX,Puvirnituq,"jpfil-cypx-puvirnituk, navigraph-navdata",NA,CA,Quebec,60.0521126,-77.2876053
CYRC,Chicoutimi/Saint-Honore,"fs-base, jpfil-cyrc-saint-honore, navigraph-navdata",NA,CA,Quebec,48.5207,-71.0505753
CYRI,Riviere-Du-Loup,"fs-base, jpfil-cyri-riviere-du-loup, navigraph-navdata",NA,CA,Quebec,47.76434,-69.5843658
